id,corrected_output,aspect_category,ac_polarity
33068890#423889#0,अगर आप किसी प्रकार से imaging करके fresh और tasty salads लेना चाहते हैं तो यहाँ जाएँ।,['food'],['positive']
36244423#1058258#4,यहाँ का सबकुछ adorable है यहाँ तक कि bathroom भी।,"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']"
11302357#835238#3,"शायद मेरा सबसे खराब dining experience new york में हुआ है, और मैं एक former waiter हूँ इसलिए मैं जनता हूँ की मैं क्या बात कर रहा हूँ।",['anecdotes/miscellaneous'],['negative']
32936760#1397861#6,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",['food'],['positive']
32891589#573560#4,"उनका twist on pizza healthy, लेकिन flavor से भरा हुआ है।",['food'],['positive']
35708055#673129#1,लगता नहीं है कि किसी तरह का कोई effort display and quality of the food शानदार था।,['food'],['negative']
11351628#404492#1,Food जबकि mostly deep fried--simple और satisfying है।,['food'],['positive']
11639814#570590#1,Food शानदार था-authentic Italian cuisine बिलकुल fresh बना है।,['food'],['positive']
11313359#650269#4,रात में atmosphere छुपे हुए jewel में बदल रहा है जोकि discovered करने के लिए wait कर रहा है। ,['ambience'],['positive']
11351814#1650882#5,"दूसरी बार मैं romantic date heaven में गया, आप walk-in कर के booth by the windows पा सकते हैं, not-crowded place में अपने को VIP की तरह great food और service को VIP की तरह treat करवाईए।","['ambience', 'food', 'service']","['positive', 'positive', 'positive']"
33070601#438491#1,मैं केवल coffee के लिए जाऊंगा जोकि Starbucks के जैसा या उससे बहुत अच्छा है।,['food'],['positive']
11359797#469087#0,मैं जब तक door के बगल में dosa hut तब तक मैं pongal का regular costumer हुआ करता था।,['anecdotes/miscellaneous'],['neutral']
11651065#413029#2,कुछ निराश करने वाले wine list (केवल new vintages के साथ)।,['food'],['negative']
33059678#631861#4,"दोनों बहुत अच्छे थे, लेकिन आप similar restaurant में कुछ नहीं पाएंगे।",['anecdotes/miscellaneous'],['conflict']
11639261#426600#0,यदि आप nasty high priced food की बात करते हैं तो ghetto scenery cheap BX A$$ में bel के लिए यही एक place है।,"['food', 'price', 'ambience']","['negative', 'negative', 'negative']"
33069925#747092#1,New hamburger with special sauce ठीक है - कम से कम big mac से बड़ा है। ,['food'],['conflict']
35196520#758440#1,"बिलकुल al dente pasta, बिना sauce में डूबा हुआ -- generous portions है।",['food'],['positive']
35692932#1064131#2,और owner समान्यतया lovely और friendly है।,['service'],['positive']
11484031#1129679#0,यह छोटा place कमाल का warm है।,['ambience'],['positive']
33106326#864352#4,एक quick meal के लिए शानदार है।,['anecdotes/miscellaneous'],['positive']
35709451#1061726#0,Local family को warmth करने के लिए sporting events के लिए शानदार place है।,['ambience'],['positive']
11351762#644011#3,"Service शानदार था, और उसके पास birthday के लिए पूरी एक अच्छी deal है।","['service', 'price']","['positive', 'positive']"
36244423#1058258#1,Staff 100% है Italian और food उतना ही authentic है जितना की मिलता है।,"['service', 'food']","['positive', 'positive']"
11461396#699654#3,एक sushi lunch के लिए अच्छा है।,['anecdotes/miscellaneous'],['positive']
11464789#378665#2,Mojito खाओ और back patio में बैठो।,"['food', 'ambience']","['positive', 'positive']"
11351513#832512#2,Service dreadfully slow था (Place केवल आधा full था) और एक smile अच्छा हो सकता था।,['service'],['negative']
11408372#630381#0,मैं इस पिछले Saturday को गया और braised lamb shank with mashed potatoes का एक शानदार meal खाया,['food'],['positive']
32894669#1075584#2,Waitress ने आकार अपना soy sauce को उठा लिया जबकि हम अपना lunch अभी कर ही रहे थे।,['service'],['negative']
11661949#1709112#2,"इसलिए हम bar में बैठ गए, bartender को देखकर ऐसा लगा कि वो वहाँ रहना चाहता था।",['service'],['negative']
32933228#1700177#1,"मैं fried pork dumplings, orange chicken/beef, fried rice को reccomend करता हूँ। ",['food'],['positive']
11359762#927332#0,आप menu में किसी भी choices से disappointed नहीं होंगे।,['food'],['positive']
35709275#573688#1,French fries -- with the kalmata dip शानदार था!,['food'],['positive']
11350031#590790#3,मैं पक्का वापस जाऊंगा -- यदि केवल blackboard पर कुछ ऐसे exotic martinis हैं।,"['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
32469157#1273114#2,वे ठोके हुए path से बिलकुल बहुत ही अलग trip के लिए worth है।,['anecdotes/miscellaneous'],['conflict']
33060905#1138585#2,तब उसने table के साथ 1 या 2 chairs add ना करने के लिए अपने end से additional people के लिए एक fuss बनाया।,"['service', 'anecdotes/miscellaneous']","['negative', 'positive']"
35693216#1233439#1,"Happy hour बहुत cheap है, लेकिन वह service या atmosphere को reflect नहीं करता है।","['price', 'service', 'ambience']","['positive', 'positive', 'positive']"
33068909#1189415#2,"लगभग एक hour waiting के बाद, waiter brusquely ने हमे बताया कि उसने kitchen में हमारा order देना भूल गया।",['service'],['negative']
33070383#592089#0,8th avenue पर सभी mundane या mediocre places के साथ एक रखना अच्छा होगा कि quaility और atmosphere में एक step ऊपर है।,"['ambience', 'anecdotes/miscellaneous']","['positive', 'positive']"
32889544#0#0,"Students का एक mix और इस narrow area residents का crowd, केवल वहाँ के इस जल्दी space में, एक dirt-cheap prices में एक स्वादिष्ट treats है।","['ambience', 'food', 'price']","['negative', 'positive', 'positive']"
35698240#574381#4,"एक कोशिश करो, menu typical French वाला लेकिन भिन्न है।","['food', 'anecdotes/miscellaneous']","['neutral', 'positive']"
33064238#563983#1,यह crowded होता जाएगा लेकिन यहाँ back में बहुत सी seats है और हर कोई जो यहाँ work करता है बहुत अच्छा है।,"['ambience', 'service']","['conflict', 'positive']"
11651065#413029#3,"लेकिन value के लिए, यह एक छोटे group के साथ fun night out को enjoy करने के लिए एक शानदार affordable spot है।","['price', 'ambience']","['positive', 'positive']"
36216551#1233442#1,City में negative reviews शायद jelous competing restaurants जो realize करता है कि वे Temple's के को लेकर सारे positive attitude के सही way से customers को treat करना और top quality का food देना होता है। ,"['service', 'food']","['positive', 'positive']"
11351725#582163#4,हमने एक glass of wine ordered किया और wine के आने से पहले eating और paying दोनों कर दिया।,"['service', 'food']","['negative', 'neutral']"
35720486#684689#0,"यह अच्छा था, लेकिन कोई भी flavors WOW नहीं था।",['food'],['conflict']
32938222#1552119#4,कुल मिलाकर यह कुछ friends के लिए hang out और service के लिए place शानदार और अच्छा है।,"['service', 'ambience']","['positive', 'positive']"
32408649#945413#3,Food की एक शानदार quality और एक अच्छे restaurant price में है।,"['food', 'price']","['positive', 'positive']"
11661949#1709112#4,"असल में, हर कोई जो वहाँ work करता है annoyed लगता है।",['anecdotes/miscellaneous'],['negative']
11351622#0#1,Space feel के लिए पारंपरिक है।,['ambience'],['neutral']
33060905#1138585#1,"Restaurant पूरा का पूरा empty था, लेकिन उसने मुझे एक dirty look दिया और कोई reservations नहीं पूछा।",['service'],['negative']
36072604#1106889#0,"मैं इस restaurants में years से जाता रहा हूँ, past में service average थी और food inconsistant था।","['service', 'food']","['neutral', 'negative']"
11567247#1415594#2,"Music fascinating था, लेकिन conversation के लिए room बचा हुआ था, और bartender ने कमाल के drinks बनाये थे। ","['ambience', 'food']","['positive', 'positive']"
32894966#1727613#8,अधिकतर sandwiches soy mayonaise से बने हुए हैं जोकि असल में बहुत अच्छा है।,['food'],['positive']
33060905#1138585#0,मैं one day एक group के लिए table पूछने के लिए गया और hostess द्वारा बहुत ही rude greet किया गया।,['service'],['negative']
11351819#985076#2,Three hours के Waiting के बाद हमारी entrees एक treat भी थी।,['service'],['negative']
15069510#648179#4,यही conversations है जो इसे एक fun place भी बनाता है।,['ambience'],['positive']
11351451#805713#2,"जबकि मेरी gf's duck confitte बहुत solid थी, जबकि मेरे पास थोड़ा base of reference था।",['food'],['positive']
35695422#1464305#2,"Wine list supurb था, हमारे tapas शानदार, और quiet atmosphere अच्छे conversations के लिए बिलकुल perfect थे।","['food', 'ambience']","['positive', 'positive']"
11351625#909535#0,इस weekend movies जाने से पहले बहुत शानदार meal खाया!,['food'],['positive']
15094232#1295193#0,हाल ही में हमने यहाँ एक birthday party किया था और food और service बहुत ही amazing था।,"['food', 'service']","['positive', 'positive']"
15094232#1295193#0,हाल ही में हमने यहाँ एक birthday party किया था और food और service बहुत ही amazing था।,"['food', 'service']","['positive', 'positive']"
11351762#644011#2,Prices भयानक नहीं हैं।,['price'],['positive']
33071731#1007204#6,15% gratuity आपके bill में अपने से ही जुड़ गयी।,['price'],['negative']
35177381#521555#3,"Halibut cheek appetizer एक उदार portion of foie gras, लेकिन यह केवल positive चीजें जो मैं meal के बारे में कह सकता हूँ'।",['food'],['conflict']
33061445#591371#3,Food excellent और उनके पास empenadas और plaintains जो afternoon snack के लिए अच्छा है।,['food'],['positive']
13383936#420974#3,दोनों एक appetizer के number और pasta specials शानदार थे।,['food'],['positive']
35393632#1591698#3,"Tables बंद है, इसलिए आप दूसरे patrons के साथ elbows से bump करके आरामदायक बनाते हैं।",['ambience'],['negative']
32894522#1633452#0,Lunch के लिए उसका Monday था - उस area में film पर working कर रहा था - और यह rare jewel पाया।,['anecdotes/miscellaneous'],['positive']
11359767#969393#1,"बहुत अधिक नहीं, लेकिन enough है यह scene शानदार है।",['ambience'],['positive']
32864873#471207#0,आपको लगता है कि आपने इसे New York बना दिया है।,['anecdotes/miscellaneous'],['positive']
11432316#715219#1,हम इसके बगल से dozens times गए हैं और एक Monday night को अंत में settled हो गए।,['anecdotes/miscellaneous'],['neutral']
35158410#1207085#3,Service point पर था - आप Ritz से और क्या expect कर सकते हैं।,['service'],['positive']
11351399#0#7,"Menus features seasonal picks, जैसे sweet corn-foie gras brulee है।",['food'],['neutral']
33068734#650934#2,Pastas बहुत अच्छे थे।,['food'],['positive']
33068734#650934#3,Atmosphere बकवास हो जाता है।,['ambience'],['negative']
33070532#604874#0,Decor है जो शुरुवात से मुझे door में रखा है।,['ambience'],['positive']
11351745#499992#0,Wait staff बहुत जागरूक और विनम्र थे।,['service'],['positive']
35717889#579150#0,"Great restaurant, और जबकि food शानदार है!","['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
35717889#579150#1,Dishes remarkably स्वादिष्ट और कुछ आरामदायक और intimate place है।,"['food', 'ambience']","['positive', 'positive']"
11349760#848056#1,"Food अच्छा था, service prompt, और price बहुत reasonable है।","['food', 'service', 'price']","['positive', 'positive', 'positive']"
35704115#614067#0,"शानदार menu, गर्मजोशी से भरा हुआ inviting ambiance, शानदार service FOOD मुझे वापस बुलाती रहती है।","['food', 'ambience', 'service']","['positive', 'positive', 'positive']"
33061498#586991#0,"शानदार food, अच्छा wine और एक शानदार host.","['food', 'service']","['positive', 'positive']"
35870558#793384#0,Last night मेरे coworker के साथ वहाँ गया।,['anecdotes/miscellaneous'],['neutral']
11313392#560011#1,Pizzas appetizers और main courses के साथ शानदार था।,['food'],['positive']
11313392#560011#2,"बिलकुल calamari को आज़माएँ, कोई pasta, या जबकि Sliced steak entree है।",['food'],['positive']
11513049#499488#4,Caeser salad शानदार था।,['food'],['positive']
11513049#499488#5,Fried calamari जबकि अच्छा था।,['food'],['positive']
11513049#499488#8,Atmosphere अच्छा था लेकिन यह थोड़ा बहुत dark था।,['ambience'],['conflict']
11513049#499488#0,Food overall अच्छा था।,['food'],['positive']
11660480#640405#1,Food शानदार था और service सबसे tops की थी।,"['food', 'service']","['positive', 'positive']"
35682567#1590699#1,Portions बहुत large और service जोरदार है!!,"['food', 'service']","['positive', 'positive']"
35682567#1590699#2,मैं chicken milanese की पेशकश करता हूँ।,['food'],['positive']
35698333#556353#0,"एक शानदार prices पर excellent tapas, romantic, छोटे लेकिन ज्यादा crowded, मज़ेदार हैं।","['food', 'price', 'ambience']","['positive', 'positive', 'positive']"
33072753#1351349#2,"Service बिलकुल धीमा, लेकिन friendly है।",['service'],['conflict']
33072753#1351349#0,"Chocolate raspberry cake heavenly - बहुत sweet, लेकिन flavor पूरा है।",['food'],['positive']
11651310#581605#1,"हमारा waiter helpful और charming था, food perfect था, और wine भी अच्छा था।","['service', 'food']","['positive', 'positive']"
11651310#581605#0,Alias गरम और cozy है और तुम्हें 71 Clinton जैसा squished किया हुआ feeling नही मिलती है।,['ambience'],['positive']
11563005#745685#0,Special celebration के लिए वहाँ गया।,['anecdotes/miscellaneous'],['neutral']
11563005#745685#1,Restaurant शांत और intimate था।,['ambience'],['positive']
11563005#745685#2,Service बहुत attentive और बहुत उदार था।,['service'],['positive']
11563005#745685#3,"हमने ढेरों अच्छे food खाये, wine, और desserts भी।",['food'],['positive']
11563005#745685#4,वाकई buzzing midtown area के बीच में बहुत प्यारा dining experience था।,['anecdotes/miscellaneous'],['positive']
11570675#1355721#0,"ठीक है, मैं कुछ times के लिए Dumont गया हूँ।",['anecdotes/miscellaneous'],['neutral']
11570675#1355721#1,Food वाकई में बहुत अच्छा नहीं है और service terrible है।,"['food', 'service']","['negative', 'negative']"
11570675#1355721#2,"हो सकता है, यह अधिकतर Dumont's patrons छोटे और कम expectations के हैं, लेकिन मैं Dumont को recommend नहीं कर सकता।",['anecdotes/miscellaneous'],['negative']
11463275#424927#1,"ना केवल उन्हे town में सबसे अच्छे escargot हैं, वे हमेशा toddler को accomodate करके आज़माएँ हैं।","['food', 'service']","['positive', 'positive']"
11408946#789662#0,"मैंने Sotto Voce बहुत time जा चुका हूँ, और मुझे यह कहना है कि किसी भी time nail को head पर ठोको।",['anecdotes/miscellaneous'],['positive']
11408946#789662#1,"मेरे guest और मेरे बीच में, हमने menu में कम से कम 80% को sampled किया, और वे सभी hits थे।",['food'],['positive']
11408946#789662#3,Deco और ambiance वाकई प्यारा था।,['ambience'],['positive']
32444534#501179#1,यह New York के आस-पास सबसे अच्छा unknown restaurant है।,['anecdotes/miscellaneous'],['positive']
32444534#501179#2,बस जाएँ और सबसे greatest french food में Daniel का west है।,['food'],['positive']
11351741#1733901#0,मैं restaurant के लिए गया और prix fixe menu की पेशकश की।,['food'],['neutral']
32857960#1320058#5,"Waiter ना केवल efficient और courteous था, बल्कि बहुत ही helpful है।",['service'],['positive']
35701421#583735#2,"यह place classy है, chic, service warm और hospitable है, और food शानदार है।","['ambience', 'service', 'food']","['positive', 'positive', 'positive']"
35393743#526051#0,मैं इस place के बारे में Time Out magazine में पढ़ा है।,['anecdotes/miscellaneous'],['neutral']
35393743#526051#2,Astoria में एक शानदार find है।,['anecdotes/miscellaneous'],['positive']
32864873#582572#0,"शानदार burgers, grilled cheeses और french fries है।",['food'],['positive']
11351354#812637#0,Yellowfin Tuna और Calf's liver मेरा पसंदीदा है।,['food'],['positive']
11538980#1053497#1,Sushi बहुत fresh है कि यह आपके mouth में कुरकुरता है।,['food'],['positive']
11538980#1053497#4,लेकिन पक्का करो कि आपके पास credit card पर enough room है जो bill से आपके wallet पर एक बड़ा dent करता है।,['price'],['negative']
11349654#424016#2,5th ave address के बावजूद कोई frills whick नहीं जिसे मैं love करता हूँ।,['ambience'],['positive']
35158410#1207085#2,वे आपके table तक sauce cart लाते हैं और आपको 7 से 8 choices of sauces आपके steak के लिए (मैंने सभी को आज़माया था) लाते हैं।,['food'],['positive']
15094232#1295193#2,"ना केवल sushi fresh था, उन्होने दूसरे entrees को भी किसी ना किसी guest को choose करके खुश करने (duck आज़मायें) से अलग serve किया था।",['food'],['positive']
32894267#698671#5,अच्छी variety लेकिन कुछ भी surprising नहीं है।,['food'],['conflict']
11351328#1638529#2,"मेरे खरीद को paid करने के बाद, मैंने noticed किया कि उन्होने मुझे utensils नहीं दिया इसलिए मैं अपना pie खा सका हूँ। ",['service'],['negative']
11350539#680470#6,उसी प्रकार यदि आप वाकई thin crust या वाकई बड़े slices पसंद करते हैं तो Nick और Joe's आपका favorite नहीं हो सकता है।,['food'],['negative']
11359764#1373169#2,यह हमेशा quite है क्योंकि यह awful है।,['anecdotes/miscellaneous'],['negative']
33071731#1007204#2,"ना green beans, ना egg, ना anchovy dressing, ना nicoise olives, ना red onion.",['food'],['negative']
33507331#1177339#1,"यह outside जैसा कुछ नहीं दिखता है, लेकिन जैसे आप अंदर की तरफ walk करते हैं, यह पूरा दूसरा atmosphere है।",['ambience'],['conflict']
35693214#539116#0,मुझे कहना होगा कि place awesome है।,['anecdotes/miscellaneous'],['positive']
32935729#785247#3,Ground chickpea soup को हमने starter sample की तरह taste किया था जो थोड़ा thin है।,['food'],['negative']
35709141#1107179#3,"हम sushi को re-slice करने की request करते हैं, और यह हमें small cheese-like cubes जैसे वापस करते थे।",['food'],['negative']
11351354#412616#1,"Service, जबकि quality of food के below एक या दो peg (horrible bartenders) है, और clientele, अधिकतर part के लिए, rowdy है, loud-mouthed commuters (यह staff के बुरे attitudes को बताता है।) जो concert या एक Knicks game के लिए AC/DC में loaded हो रहा है।","['service', 'food', 'ambience']","['negative', 'positive', 'negative']"
11349840#433070#8,"यदि आप neighborhood में हैं, एक great meal के लिए definitely रुकें।",['food'],['positive']
11349840#433070#7,"Unfortunately, अपने show ticket के साथ, हमारे पास desserts sample करने का time नहीं है।",['food'],['neutral']
11313439#692431#1,"Restaurant थोड़ा paint use कर सकती थी, लेकिन कुल मिलाकर एक अच्छा sushi place है। ","['ambience', 'anecdotes/miscellaneous']","['conflict', 'positive']"
35391416#500259#5,ज्यादा tables बनाइये - शायद एक rooftop bar.,['ambience'],['negative']
32944704#492723#1,"Decoration से ऐसा लग रहा था कि हम Cairo में है, ये असल में street adventure का part है।","['ambience', 'anecdotes/miscellaneous']","['positive', 'positive']"
32950007#1320096#2,"जबकि छोटा है, इसका ambience सुंदर, शानदार food (catfish स्वादिष्ट है - यदि आप mind न करें तो थोड़ा salty है) और जागरूक service है। ","['ambience', 'food', 'service']","['positive', 'positive', 'positive']"
11350033#1264371#3,मैं वहाँ food के लिए नहीं जाता इसलिए comment नहीं कर सकता।,['anecdotes/miscellaneous'],['neutral']
11660930#655010#2,"मेरे friends और मैं week में (minimum, हम area में रहते हैं) एक बार जाता हूँ और हर time बाहर निकल के brush के लिए resist नहीं कर सकता हूँ।",['anecdotes/miscellaneous'],['positive']
11660930#655010#4,"Items से stick होकर place अच्छा brisket, ribs, wings cajun shrimp अच्छा नहीं, लेकिन great है।",['food'],['positive']
32927541#579582#0,"Brooklyn में होकर एक 25 years से ज्यादा, मुझे अच्छे pizza के लिए bridge पर नहीं जाना होता है।",['food'],['positive']
11349536#778388#0,Friday को यहाँ dinner किया और food शानदार था।,"['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
35700989#574718#3,"हमने अभी इस restaurants में New Year's Eve बिताया है, और wine से dessert menu तक great experiance किया है।","['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
35709275#573688#2,"अत्यधिक recommend किया हुआ... जैसा कि कहा गया, मैंने restaurant में dined *in* नहीं किया लेकिन यह bar अच्छा दिखता है और takeout बहुत relaxing place लगता है।","['ambience', 'anecdotes/miscellaneous']","['positive', 'positive']"
11351587#1488758#1,"Ambiance शानदार है, एक थोड़ा ज्यादा loud लेकिन फिर भी nice और romantic हैं।",['ambience'],['positive']
33069925#747092#3,"लेकिन, filet mignon cocktail hour में बहुत अच्छा नहीं था जो free appetizers के अच्छे non-sushi selection में था।","['food', 'price']","['conflict', 'positive']"
11351725#582163#3,यह हमारे 2 courses को served करने के लिए 1/2 hours लेता है।,['service'],['negative']
11359764#1373169#1,किसने कहा कि वहाँ जाओ जब day में place quite रहता है?,['ambience'],['neutral']
35698351#821341#1,Size के कारण peak times में थोड़ा busy हो सकते हैं।,['ambience'],['negative']
11351360#1704700#0,"मैं jury duty पर था, मैंने lunch break पर bike को Centre Street के road पर भगाया और इस great place पर awesome chicken tacos और Hibiscus lemonade के साथ आया।","['food', 'ambience', 'anecdotes/miscellaneous']","['positive', 'positive', 'neutral']"
32894791#1611374#1,Day के दौरान shopping के बाद hang out के लिए अच्छा place या simple soup पीने के लिए या एक glass of wine के साथ खाने के लिए classic french dish ठीक है।,"['food', 'anecdotes/miscellaneous']","['neutral', 'positive']"
36072604#1106889#4,बहुत अच्छा touch जो place को लेके बहुत fit होता है।,['ambience'],['positive']
11350033#1264371#2,"जबकि, बस कुछ outdoors होने की वजह से काफी great landscaping, casual drink को enjoy करना जो इस place को worthwhile बनाता है।",['ambience'],['positive']
11567247#1415594#1,हम dance floor पर close proximity में तुरंत बैठे थे।,['anecdotes/miscellaneous'],['neutral']
11351521#768768#2,"यदि आप यहाँ ऐसे pre-show meal में हैं, cab में अलग से 10 minutes लेके uptown location जाइए।",['anecdotes/miscellaneous'],['neutral']
11350033#1264371#5,अच्छे mix of people में twenties की बढ़त थी जो बशर्ते एक बड़े eye के बढ़त के लिए eye-candy मेरे पास एक शानदार था।,['ambience'],['positive']
11651065#413029#1,"Fried foods के बारे में comments सही है (below) लेकिन अन्य dishes, lamb entree और कई salads (avocado shrimp) बिलकुल अच्छा था।",['food'],['conflict']
11349445#757796#4,Cold night में close friend के साथ या एक अच्छे book के साथ होना अच्छा है।,['anecdotes/miscellaneous'],['neutral']
11351816#1162694#2,"धीमी service, लेकिन जब आप आस-पास 10 या 20 के groups के साथ hanging कर रहे हैं जो वाकई notice करता है।","['service', 'anecdotes/miscellaneous']","['negative', 'conflict']"
32897564#894393#1,Sauce शानदार (बहुत ताज़ा) होने के साथ dabs of real mozzarella है।,['food'],['positive']
11349845#1188496#2,"कभी परेशान ना हों - Drinks बेकार थे, लेकिन जो people वहाँ काम करते थे उन्होने वाकई यह dining experience बेकार कर दिया था।","['food', 'service']","['negative', 'negative']"
33070305#1312437#5,"Room थोड़ा सादा है, लेकिन यह कुछ ऐसा exciting place बनाने में difficult है और मैं इसे एक reasion की तरह देखने के लिए suggest नहीं करूंगा।",['ambience'],['negative']
11359619#487952#7,"Appetizer के लिए एक, उनके calamari एक winner है।",['food'],['positive']
32464595#574909#1,Satay Washington के उन favorite haunts में से एक है जहां service और food हमेशा money के साथ होता है।,"['service', 'food']","['positive', 'positive']"
11349536#778388#2,Dinner के बाद मैंने music playing सुना और जाना कि नीचे एक lounge है।,['ambience'],['neutral']
32408649#945413#1,"लेकिन अब वह एक नए ownership के अंदर और renovated किया गया है, यह great दिखता है।",['ambience'],['positive']
35816071#637243#3,"Room आकर्षक,  bi-level space और drink के लिए बहुत अच्छे long bar है। ",['ambience'],['positive']
35390182#756337#2,अब हम state से बाहर आ गए हैं और NYC का हर visit के stop को जोड़ता है।,['anecdotes/miscellaneous'],['positive']
35714274#1076679#1,वो एक exorbitant prices में mediocre food के साथ कैसे survive कर सकते हैं।,"['food', 'price']","['neutral', 'negative']"
11351725#582163#2,Food mediocre और service बहुत ही धीमी है। ,"['food', 'service']","['neutral', 'negative']"
33060905#1138585#4,मैंने यहा अलग-अलग occasion पर खाया है - food के लिए prices mediocre है।,"['food', 'price']","['neutral', 'negative']"
35695422#1464305#5,मैं जल्दी वापस जाने के लिए देख रहा हूँ और eventually menu में सबकुछ लेने के लिए कोशिश कर रहा हूँ।,"['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
36220672#1714981#0,मैंने इस place पर अपना first visit किया और वापस जाने के लिए wait नहीं किया और धीरे से menu के लिए work किया।,['anecdotes/miscellaneous'],['positive']
33068909#1189415#4,मैंने बार-बार पूछा कि meal का status क्या था और waiter थोड़ा grunted और unbelievably rude था।,"['service', 'anecdotes/miscellaneous']","['negative', 'negative']"
33067279#1612676#0,मुझे आज brunch के लिए रोका गया था और vegan cranberry pancakes और थोड़ा rice milk खाया था।,['food'],['neutral']
33059931#926509#3,"Weekends crowded नहीं हो सकता, लेकिन फिर भी recommended किया गया।",['ambience'],['conflict']
33061445#591371#2,यह बहुत crowded होता है इसलिए मैं suggest करता हूँ कि आप जल्दी पाते हैं।,['ambience'],['conflict']
35709451#1061726#3,Sweet Irish bartender हमेशा खुश और मेरे friends के face पर एक smile लाने के लायक है।,['service'],['positive']
15069510#648179#5,मैं हमेशा अपने को theater industry में किसी के बगल में बैठा पाता हूँ- सुनने में interesting ideas लगता है जबकि खाने में quick bite लगता है। ,['anecdotes/miscellaneous'],['positive']
11350390#802808#3,"मैं अपनी life में food को सामने से कभी वापस नहीं भेजा, लेकिन मैं simply भेजना पड़ा, और waiter ने मुझसे इस पर argue किया।","['food', 'service']","['negative', 'negative']"
11482070#503858#3,"भले ही restaurants खुद में अच्छा है, मैं food के लिए जाना prefer नहीं करता हूँ।","['ambience', 'food']","['positive', 'negative']"
2766,"Food स्वादिष्ट है - specials से regular menu-fare तक, dishes ने कभी disappoint नहीं किये हैं।",1,['food']
134,Food quickly और efficiently तैयार किया गया है।,1,['food']
942,Prices wonderfully तरीके से कम हैं।,1,['price']
53,"Bar food की तुलना में सामान्य से बहुत अधिक, अपने hand-crafted beers के sample लेते हुए menu को enjoy करने के लिए वहां जाएं।",1,['food']
487,Pickles एक शानदार addition था।,1,['food']
1191,Chef और waitress का knowledge average से कम है।,2,"['service', 'food']"
612,Drink के लिए बहुत great place है क्योंकि उनके पास 100 kinds of beer हैं।,1,['food']
1630,"Anti-pasta excellent था, especially calamari, जैसा कि filling pasta mains थे। ",1,['food']
3102,Drinks amazing है और 8pm तक आधा खत्म हो गया।,2,"['food', 'price']"
1973,"कुल मिलाकर price tag बहुत बहुत expensive था, जो मैंने expect किया था।",1,['price']
2479,हमने Bread Bar में January restaurant week में दौरा किया और menu selections व service से बहुत खुश थे।,2,"['food', 'service']"
2512,"अच्छा music, बढ़िया food, speedy service सस्ती prices.",4,"['food', 'service', 'ambience', 'price']"
1749,"थोड़ा सा wait, लेकिन मेरी expectation से कम था।",1,['anecdotes/miscellaneous']
3441,Lobster sandwich $24 का है और हालांकि यह अच्छा था लेकिन यह उसके price के अनुसार warrant नहीं था।,2,"['price', 'food']"
3260,हो सकता है कि owner के चेहरे पर always smile हो और आपको warmly greet करेगा।,1,['service']
2128,इसे sushi और service के शानदार value के लिए अत्यधिक recommend किया गया।,3,"['food', 'service', 'price']"
2835,यह place एक group द्वारा served किए जाने से इतना better होगा कि वास्तव में customer service को समझा जा सकेगा।,1,['service']
1672,Food कमाल है - पक्का striped bass आज़माया है।,1,['food']
2413,Fast food joints और order के लिए एक excellent alternative है लेकिन food थोड़ा disappointing है।,2,"['food', 'anecdotes/miscellaneous']"
3435,Mermaid Inn एक really अच्छे seafood के साथ एक अच्छे restaurant हैं।,2,"['anecdotes/miscellaneous', 'food']"
914,मैं corner आस-पास work करता हूँ और first time colleague के साथ try किया।,1,['anecdotes/miscellaneous']
2695,मैं यहां अपने boyfriend और एक another couple के साथ गयी थी।,1,['anecdotes/miscellaneous']
1644,all you can eat deal यहाँ truly amazing है।,1,['price']
3572,"Immediately paid करने के बाद, waiter ने money लिया और कहा, okay, you guys यहाँ से बाहर हो जाओ।",1,['service']
3682,"Wait staff बहुत freindly है, वे ऐसा feel कराते हैं कि आप एक freindly little european town में खाना खा रहे हैं।",1,['service']
1035,थोड़ा overpriced है लेकिन एक bite लेने के बाद worth लगता है।,2,"['price', 'food']"
1339,Weekday lunch के लिए late से गया।,1,['anecdotes/miscellaneous']
3649,Bartender bar में खुद को friends से दूर करने में unable था।,1,['service']
1174,"हालांकि place थोड़ी अधिक और eye catching और roomier हो सकती हैं, यह असल में matter नहीं करता है।",1,['ambience']
3474,"आप barely देख सकते हैं कि आप किसके साथ हैं, mind किए बिना conversation करें।",1,['ambience']
2818,मैं Cafe St. Bart's में frist time आयी और मुझे कहना होगा कि food कितनी स्वादिष्ट और service कमाल की थी।,2,"['food', 'service']"
1005,Manhattan मेँ मेरे favorite places में से एक है।,1,['anecdotes/miscellaneous']
1856,जब हम पहुंचे तो nice glass of Sangria का wait कर रहे थे।,1,['food']
3318,मैं table by the window के लिए highly recommand करूंगा।,1,['anecdotes/miscellaneous']
401,"Service, जबकि, एक garden में एक bright flower था।",1,['service']
2944,हम three times Grocery के लिए गए हैं और menu में एक भी item disappoint करने वाला नहीं था।,1,['food']
